number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status,outcome
2,0,1,5,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,90,1,8/10/2017,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,128.5,2,9/11/2017,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,103,Offline,0,0,0,115,0,4/19/2018,Canceled,1
2,2,2,2,Meal Plan 2,0,Room_Type 6,15,Online,0,0,0,278,2,6/19/2018,Not_Canceled,0
2,0,1,5,Not Selected,0,Room_Type 1,20,Online,0,0,0,140.33,2,9/21/2017,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 1,38,Online,0,0,0,81.9,1,3/8/2018,Canceled,1
2,0,1,4,Meal Plan 1,0,Room_Type 1,117,Offline,0,0,0,72.25,0,8/24/2018,Canceled,1
2,2,0,1,Meal Plan 1,0,Room_Type 6,0,Online,0,0,0,155,0,9/3/2017,Not_Canceled,0
2,0,2,5,Not Selected,0,Room_Type 1,93,Online,0,0,0,71.4,1,7/12/2018,Not_Canceled,0
1,0,0,1,Not Selected,0,Room_Type 1,8,Online,0,0,0,89,1,4/5/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,257,Offline,0,0,0,101.5,0,7/1/2017,Canceled,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,19,Offline,1,1,0,80,0,10/6/2017,Not_Canceled,0
1,0,1,0,Meal Plan 1,0,Room_Type 1,5,Corporate,1,0,2,65,0,11/23/2017,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,110,0,6/24/2018,Canceled,1
3,0,2,3,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,96.9,1,8/26/2018,Not_Canceled,0
3,1,0,3,Meal Plan 1,0,Room_Type 6,38,Online,0,0,0,199.3,1,8/31/2018,Not_Canceled,0
2,0,2,3,Meal Plan 2,1,Room_Type 1,152,Online,0,0,0,149.25,1,8/6/2018,Canceled,1
1,0,2,5,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,68,1,2/6/2018,Canceled,1
1,0,1,0,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,88,1,12/18/2018,Not_Canceled,0
2,2,0,4,Meal Plan 1,0,Room_Type 6,9,Online,0,0,0,221,0,5/11/2018,Canceled,1
1,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,80,0,10/16/2017,Canceled,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,81.9,1,3/10/2018,Canceled,1
2,0,1,1,Not Selected,0,Room_Type 1,37,Online,0,0,0,94.5,0,4/23/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Complementary,1,0,31,0,4,10/6/2018,Not_Canceled,0
1,0,1,2,Meal Plan 1,0,Room_Type 1,50,Online,0,0,0,72.9,0,1/29/2018,Canceled,1
2,0,0,4,Meal Plan 1,0,Room_Type 1,133,Online,0,0,0,114.3,0,8/9/2018,Canceled,1
2,0,0,1,Not Selected,0,Room_Type 1,41,Online,0,0,0,109,2,10/27/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,1,0,1,65,1,1/7/2018,Not_Canceled,0
1,0,1,0,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,72,0,10/4/2017,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,100,Offline,0,0,0,38.67,0,3/25/2018,Not_Canceled,0
2,0,2,0,Meal Plan 2,0,Room_Type 1,386,Offline,0,0,0,115,1,10/23/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,106,Online,0,0,0,118.8,1,10/7/2018,Canceled,1
2,0,0,5,Meal Plan 2,0,Room_Type 1,230,Offline,0,0,0,137,0,9/6/2018,Canceled,1
2,0,0,5,Meal Plan 1,0,Room_Type 4,50,Online,0,0,0,124,1,10/18/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,59,Online,0,0,0,93.6,0,11/18/2018,Canceled,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,63,Online,0,0,0,80.3,0,3/5/2018,Not_Canceled,0
2,0,2,3,Meal Plan 1,0,Room_Type 1,61,Online,0,0,0,79.36,1,3/3/2018,Not_Canceled,0
1,0,1,2,Meal Plan 1,0,Room_Type 1,114,Offline,0,0,0,75,0,7/1/2018,Canceled,1
2,0,0,2,Not Selected,0,Room_Type 1,37,Online,0,0,0,109,1,10/27/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,177,Offline,0,0,0,100,0,6/3/2018,Canceled,1
2,0,0,4,Meal Plan 1,0,Room_Type 4,72,Online,0,0,0,82.45,1,3/8/2018,Canceled,1
2,0,0,2,Not Selected,0,Room_Type 1,8,Online,0,0,0,133,1,8/16/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,99,Offline,0,0,0,65,0,10/30/2017,Canceled,1
2,0,0,2,Not Selected,0,Room_Type 1,5,Online,0,0,0,119,0,5/31/2018,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,79,Online,0,0,0,96.3,1,4/16/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,166,Online,0,0,0,96.79,1,7/7/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,93,Online,0,0,0,118.19,0,12/30/2017,Not_Canceled,0
2,1,2,2,Meal Plan 1,0,Room_Type 1,182,Online,0,0,0,114.75,0,7/30/2018,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,174.25,2,11/7/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,36,Offline,0,0,0,67.32,1,3/29/2018,Not_Canceled,0
2,0,2,3,Meal Plan 1,0,Room_Type 1,96,Online,0,0,0,87.55,1,4/8/2018,Not_Canceled,0
2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,139,1,7/6/2018,Not_Canceled,0
2,0,0,1,Not Selected,0,Room_Type 1,17,Online,0,0,0,97,0,3/11/2018,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,129,Offline,0,0,0,80.75,0,5/13/2018,Not_Canceled,0
3,0,0,3,Meal Plan 1,0,Room_Type 4,5,Online,0,0,0,127,3,2/16/2018,Not_Canceled,0
1,0,1,0,Meal Plan 1,0,Room_Type 1,4,Corporate,0,0,0,65,0,11/30/2017,Not_Canceled,0
1,0,2,8,Meal Plan 1,0,Room_Type 1,66,Online,0,0,0,46.63,0,11/12/2017,Not_Canceled,0
2,0,2,3,Meal Plan 1,0,Room_Type 1,0,Offline,0,0,0,116.45,0,6/16/2018,Not_Canceled,0
2,0,0,3,Meal Plan 2,0,Room_Type 1,34,Offline,0,0,0,224.67,0,9/23/2017,Canceled,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,30,Offline,0,0,0,72,1,2/28/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,258,Online,0,0,0,88.83,2,10/29/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,113,Offline,0,0,0,72.25,0,7/15/2018,Not_Canceled,0
2,0,0,1,Not Selected,0,Room_Type 1,42,Online,0,0,0,88,2,11/2/2018,Not_Canceled,0
2,1,0,3,Meal Plan 1,0,Room_Type 1,188,Online,0,0,0,116.7,0,8/30/2018,Canceled,1
0,2,0,2,Meal Plan 1,0,Room_Type 2,187,Online,0,0,0,86.5,1,7/7/2018,Canceled,1
1,0,0,0,Not Selected,0,Room_Type 1,1,Online,0,0,0,0,0,10/1/2018,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,72.25,0,7/30/2018,Not_Canceled,0
2,1,0,1,Meal Plan 1,0,Room_Type 1,34,Online,0,0,0,152.1,0,7/29/2018,Not_Canceled,0
2,0,1,3,Not Selected,0,Room_Type 1,199,Online,0,0,0,95.4,1,5/2/2018,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 5,41,Offline,0,0,0,139.95,0,9/4/2018,Not_Canceled,0
2,2,1,3,Meal Plan 1,0,Room_Type 6,28,Online,0,0,0,220.53,1,9/22/2018,Not_Canceled,0
2,1,1,2,Meal Plan 1,0,Room_Type 6,130,Online,0,0,0,153.3,1,10/31/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,38,Online,0,0,0,79.4,1,1/22/2018,Not_Canceled,0
2,0,1,4,Not Selected,0,Room_Type 1,171,Online,0,0,0,80.75,0,7/11/2018,Canceled,1
2,1,1,1,Meal Plan 1,0,Room_Type 1,98,Online,0,0,0,121.5,2,7/16/2018,Not_Canceled,0
2,0,2,2,Not Selected,0,Room_Type 1,110,Online,0,0,0,78.1,1,11/12/2018,Not_Canceled,0
1,0,1,0,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,65,0,9/28/2017,Not_Canceled,0
1,0,2,0,Not Selected,0,Room_Type 1,9,Online,0,0,0,80.47,1,10/30/2018,Not_Canceled,0
1,0,0,4,Meal Plan 1,0,Room_Type 5,13,Corporate,0,0,0,86,0,2/3/2018,Not_Canceled,0
1,0,2,2,Meal Plan 1,0,Room_Type 1,157,Online,0,0,0,117.68,1,11/6/2018,Canceled,1
2,0,0,2,Not Selected,0,Room_Type 1,23,Online,0,0,0,119,1,10/20/2018,Canceled,1
2,0,2,1,Meal Plan 1,0,Room_Type 2,3,Offline,0,0,0,65,2,8/9/2017,Not_Canceled,0
2,2,1,3,Meal Plan 1,0,Room_Type 6,88,Online,0,0,0,180.63,0,4/28/2018,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 4,40,Offline,0,0,0,60,0,11/2/2017,Not_Canceled,0
2,0,2,7,Meal Plan 1,0,Room_Type 1,267,Online,0,0,0,77.73,0,12/23/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,280,Offline,0,0,0,110,0,9/19/2018,Canceled,1
3,0,1,4,Meal Plan 1,0,Room_Type 4,112,Online,0,0,0,150.3,0,8/22/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,433,Offline,0,0,0,70,0,9/8/2018,Canceled,1
2,1,0,1,Meal Plan 1,0,Room_Type 1,47,Online,0,0,0,134.1,0,7/5/2018,Canceled,1
2,0,1,2,Not Selected,0,Room_Type 1,20,Online,0,0,0,88,1,12/5/2018,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 4,50,Offline,0,0,0,69,0,11/10/2017,Not_Canceled,0
2,0,2,2,Not Selected,0,Room_Type 1,68,Online,0,0,0,63.75,1,3/13/2018,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,59,Online,0,0,0,0,0,1/28/2018,Not_Canceled,0
2,0,4,5,Meal Plan 1,0,Room_Type 4,129,Online,0,0,0,114.75,3,5/22/2018,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 4,66,Online,0,0,0,112.2,0,4/19/2018,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,54.75,0,9/9/2017,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,95.48,1,9/12/2017,Not_Canceled,0
2,0,1,4,Meal Plan 1,0,Room_Type 4,31,Offline,0,0,0,84,0,10/19/2017,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,65,1,12/27/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,229,Online,0,0,0,89.25,0,10/22/2018,Canceled,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Corporate,1,0,1,65,0,12/9/2017,Not_Canceled,0
2,0,2,1,Meal Plan 2,0,Room_Type 1,103,Offline,0,0,0,94.5,0,7/18/2017,Canceled,1
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,60,0,2/28/2018,Canceled,1
2,1,1,2,Meal Plan 1,0,Room_Type 1,61,Online,0,0,0,109.8,1,12/2/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,1,Room_Type 1,134,Online,0,0,0,109.8,0,7/4/2018,Not_Canceled,0
3,0,1,2,Meal Plan 1,0,Room_Type 1,106,Online,0,0,0,159.3,0,6/17/2018,Canceled,1
3,0,1,1,Meal Plan 1,0,Room_Type 4,66,Online,0,0,0,154.8,0,6/4/2018,Canceled,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,82,Offline,0,0,0,65,0,3/26/2018,Not_Canceled,0
2,0,2,4,Meal Plan 1,0,Room_Type 1,122,Online,0,0,0,99.45,0,5/4/2018,Canceled,1
1,0,0,2,Not Selected,0,Room_Type 1,5,Online,0,0,0,63.1,0,1/15/2018,Not_Canceled,0
2,2,2,2,Meal Plan 1,0,Room_Type 2,195,Online,0,0,0,81.81,1,7/10/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,28,Offline,0,0,0,85.5,0,10/3/2018,Not_Canceled,0
2,0,2,3,Meal Plan 1,0,Room_Type 1,276,Offline,0,0,0,61,0,5/13/2018,Canceled,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,198,Online,0,0,0,90.9,0,10/18/2018,Canceled,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,88,Online,0,0,0,119.85,1,4/29/2018,Canceled,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,265,Offline,0,0,0,115,1,6/24/2018,Canceled,1
1,0,2,2,Meal Plan 1,0,Room_Type 1,162,Offline,0,0,0,115,0,10/14/2018,Canceled,1
2,0,0,4,Meal Plan 2,0,Room_Type 1,296,Offline,0,0,0,117,1,9/21/2018,Canceled,1
2,0,0,2,Not Selected,0,Room_Type 1,52,Online,0,0,0,79.2,2,11/25/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,210,Offline,0,0,0,72.75,0,10/8/2017,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,17,Offline,0,0,0,72.4,0,3/31/2018,Not_Canceled,0
1,0,1,2,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,92,0,2/22/2018,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,49,Online,0,0,0,118.8,2,10/3/2018,Not_Canceled,0
2,2,2,3,Meal Plan 1,0,Room_Type 6,42,Online,0,0,0,182.34,1,9/4/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,48,Offline,0,0,0,130,0,9/14/2018,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,119,Online,0,0,0,72.25,3,12/26/2017,Not_Canceled,0
1,0,1,2,Meal Plan 1,0,Room_Type 1,41,Online,0,0,0,96.9,2,10/16/2017,Not_Canceled,0
2,0,2,0,Not Selected,0,Room_Type 1,135,Online,0,0,0,94.5,2,5/22/2018,Not_Canceled,0
2,0,1,0,Meal Plan 1,0,Room_Type 1,13,Offline,0,0,0,85,1,3/20/2018,Not_Canceled,0
2,0,2,4,Meal Plan 1,0,Room_Type 4,18,Online,0,0,0,96.9,1,11/13/2018,Not_Canceled,0
2,0,2,1,Not Selected,0,Room_Type 1,34,Online,0,0,0,108,0,10/2/2018,Canceled,1
2,0,2,5,Meal Plan 1,0,Room_Type 1,49,Online,0,0,0,119.85,0,5/7/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,28,Offline,0,0,0,87,1,3/7/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,111,1,5/9/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,79,Offline,0,0,0,75,0,11/13/2017,Not_Canceled,0
2,0,1,3,Meal Plan 2,0,Room_Type 1,228,Online,0,0,0,123.25,3,10/20/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,1,Room_Type 1,31,Online,0,0,0,89.3,1,2/5/2018,Not_Canceled,0
3,0,0,2,Meal Plan 1,0,Room_Type 4,111,Online,0,0,0,155.7,1,8/11/2018,Not_Canceled,0
2,0,0,4,Not Selected,0,Room_Type 1,78,Online,0,0,0,62.18,0,4/12/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,279,Offline,0,0,0,110,0,10/12/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,418,Offline,0,0,0,75,0,9/26/2018,Canceled,1
1,0,2,2,Meal Plan 1,0,Room_Type 1,163,Offline,0,0,0,100,0,6/5/2018,Canceled,1
3,0,0,3,Meal Plan 1,0,Room_Type 1,147,Offline,0,0,0,124,0,6/2/2018,Canceled,1
1,0,2,2,Meal Plan 1,0,Room_Type 1,115,Offline,0,0,0,76,0,2/27/2018,Not_Canceled,0
2,0,2,2,Meal Plan 2,1,Room_Type 1,14,Online,0,0,0,113,3,9/4/2017,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,Corporate,0,0,0,85,0,12/2/2018,Not_Canceled,0
2,0,2,3,Meal Plan 1,0,Room_Type 4,109,Offline,0,0,0,90.96,1,5/8/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,158,Online,0,0,0,114.3,0,7/7/2018,Canceled,1
2,0,1,2,Not Selected,0,Room_Type 1,53,Online,0,0,0,116.1,1,5/30/2018,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 4,213,Online,0,0,0,118.15,1,8/31/2018,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,81.75,0,5/15/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,3,Complementary,0,0,0,0,0,9/17/2017,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,143,1,8/26/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,124,1,8/15/2017,Not_Canceled,0
1,0,1,2,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,65,0,10/12/2017,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,124,0,8/18/2017,Not_Canceled,0
3,0,0,3,Meal Plan 1,0,Room_Type 1,128,Offline,0,0,0,105.4,1,5/4/2018,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,196,Online,0,0,0,105.3,0,8/28/2018,Canceled,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,49,Online,0,0,0,106.2,2,12/5/2017,Not_Canceled,0
2,0,0,4,Not Selected,0,Room_Type 1,25,Online,0,0,0,85,1,11/1/2018,Not_Canceled,0
2,0,2,1,Not Selected,0,Room_Type 1,138,Online,0,0,0,63.36,0,2/28/2018,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,285,Offline,0,0,0,100,0,10/3/2018,Canceled,1
2,0,1,3,Not Selected,0,Room_Type 1,33,Online,0,0,0,74.25,0,12/10/2017,Not_Canceled,0
1,0,1,0,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,77,0,11/28/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,131,0,4/22/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,49.07,1,11/26/2017,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,109,0,9/18/2017,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,129,Online,0,0,0,126.9,0,6/2/2018,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,290,Online,0,0,0,73.95,0,12/1/2018,Canceled,1
2,0,1,1,Meal Plan 1,0,Room_Type 1,149,Online,0,0,0,90,1,3/19/2018,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 4,28,Online,0,0,0,85.59,1,11/4/2017,Not_Canceled,0
1,0,1,4,Meal Plan 2,0,Room_Type 1,12,Offline,0,0,0,110.5,0,10/5/2017,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,65,Offline,0,0,0,129.2,0,9/26/2017,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,105,Offline,0,0,0,75,0,4/6/2018,Canceled,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,73,0,11/20/2017,Not_Canceled,0
2,0,2,5,Meal Plan 1,0,Room_Type 4,66,Online,0,0,0,138.6,0,9/6/2018,Canceled,1
2,0,1,2,Meal Plan 2,0,Room_Type 1,105,Offline,0,0,0,110,0,10/12/2017,Canceled,1
2,0,2,2,Meal Plan 2,0,Room_Type 1,169,Offline,0,0,0,106,0,4/22/2018,Canceled,1
1,0,2,3,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,102,2,3/3/2018,Not_Canceled,0
2,2,0,4,Meal Plan 2,0,Room_Type 6,48,Online,0,0,0,233.1,0,8/30/2018,Canceled,1
2,1,0,2,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,109.8,0,12/22/2018,Canceled,1
2,0,1,4,Meal Plan 1,0,Room_Type 4,32,Offline,0,0,0,68,1,10/26/2017,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,3,Corporate,1,0,1,66,1,2/25/2018,Not_Canceled,0
2,0,0,2,Not Selected,0,Room_Type 1,13,Online,0,0,0,129,1,8/23/2018,Canceled,1
2,0,2,1,Meal Plan 1,1,Room_Type 1,64,Online,0,0,0,117.9,1,6/19/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,96.3,1,11/13/2017,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,146,Online,0,0,0,123.3,1,8/11/2018,Not_Canceled,0
3,0,2,5,Meal Plan 1,0,Room_Type 1,231,Offline,0,0,0,96.9,2,8/23/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,193,Offline,0,0,0,120,0,6/20/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 4,32,Online,0,0,0,94.94,1,9/2/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,83.9,1,3/3/2018,Not_Canceled,0
2,0,0,5,Meal Plan 1,0,Room_Type 1,140,Offline,0,0,0,70,0,12/29/2017,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,42,Offline,0,0,0,60,0,1/15/2018,Not_Canceled,0
1,0,1,4,Meal Plan 2,0,Room_Type 1,26,Online,0,0,0,79.92,0,12/21/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,193,Offline,0,0,0,65,0,10/15/2017,Canceled,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,19.15,0,9/25/2017,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,117,Online,0,0,0,114.3,1,8/9/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 4,95,Online,0,0,0,132.3,3,10/6/2018,Not_Canceled,0
2,0,0,1,Not Selected,0,Room_Type 1,16,Online,0,0,0,135,0,10/7/2018,Canceled,1
2,0,2,0,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,65,0,9/20/2017,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,44,Corporate,0,0,0,75,0,7/8/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,1,Room_Type 1,93,Corporate,0,0,0,161.15,1,11/7/2018,Not_Canceled,0
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,60,0,2/28/2018,Canceled,1
2,0,0,3,Not Selected,0,Room_Type 6,3,Online,0,0,0,153,0,8/11/2017,Canceled,1
2,0,0,2,Not Selected,0,Room_Type 1,29,Online,0,0,0,81.55,2,3/4/2018,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 5,112,Offline,0,0,0,92.65,2,8/24/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,66,Online,0,0,0,105.3,0,4/23/2018,Canceled,1
2,2,2,3,Meal Plan 1,0,Room_Type 6,13,Online,0,0,0,192,1,12/26/2017,Not_Canceled,0
2,0,2,3,Meal Plan 1,0,Room_Type 4,6,Online,0,0,0,136,1,10/18/2017,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 6,69,Offline,0,0,0,82,0,1/29/2018,Not_Canceled,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,15,Offline,0,0,0,86,0,2/18/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,101,0,6/23/2018,Canceled,1
2,0,2,3,Meal Plan 1,0,Room_Type 4,55,Offline,0,0,0,60,0,11/15/2017,Not_Canceled,0
3,0,1,2,Not Selected,0,Room_Type 1,14,Online,0,0,0,100.87,1,9/14/2017,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,58,Online,0,0,0,81.08,0,4/24/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,1,Room_Type 4,1,Online,0,0,0,125,1,3/30/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 4,14,Online,0,0,0,142,0,4/15/2018,Canceled,1
1,0,1,2,Meal Plan 1,1,Room_Type 6,0,Complementary,0,0,0,0,1,9/5/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,185,0,9/25/2017,Not_Canceled,0
2,1,0,2,Meal Plan 1,0,Room_Type 1,55,Online,0,0,0,113.4,1,11/11/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,84,Offline,0,0,0,80.75,2,10/21/2018,Not_Canceled,0
1,0,1,0,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,77,0,11/28/2018,Not_Canceled,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110,0,11/1/2018,Canceled,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,335,Offline,0,0,0,80,0,10/13/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,28,Offline,0,0,0,85,0,10/20/2018,Not_Canceled,0
3,0,2,1,Meal Plan 1,0,Room_Type 4,63,Online,0,0,0,141.3,1,6/19/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 4,54,Online,0,0,0,139.5,3,10/13/2018,Not_Canceled,0
2,0,2,5,Meal Plan 1,0,Room_Type 1,134,Online,0,0,0,119.85,1,6/9/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,68,Offline,0,0,0,65,0,9/29/2017,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,73,Online,0,0,0,90.9,0,4/7/2018,Canceled,1
2,0,0,4,Meal Plan 2,0,Room_Type 1,100,Offline,0,0,0,140,1,9/28/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,249,Online,0,0,0,96.3,0,10/28/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 4,6,Online,0,0,0,116,0,3/3/2018,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,78.3,1,2/13/2018,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,91.1,0,1/13/2018,Not_Canceled,0
